Pm.1,ρ,α,ad-e/n,δ-e/n,δ-Ec,
4,8.4895,13.695,0.0336,0.1612,0.1498,FCC
4,8.438,13.62,0.034,0.1614,0.1501,FCC
2,8.3865,13.545,0.0339,0.1613,0.1503,FCC
3,8.335,13.47,0.0333,0.1607,0.1506,FCC
4,8.2835,13.395,0.0322,0.1597,0.1508,FCC
4,8.3365,13.64,0.0342,0.1634,0.1582,FCC
2,8.4845,13.55,0.0324,0.1582,0.141,FCC
2,8.433,13.475,0.0326,0.158,0.1414,FCC
4,8.33,13.325,0.0315,0.1564,0.1422,FCC
2,8.4345,13.645,0.0333,0.1605,0.1501,FCC
1,7.5785,13.36,0.0473,0.2065,0.1021,BCC+FCC
1,7.9565,14.08,0.0469,0.1843,0.1135,BCC+FCC
1,7.752,13.95,0.0453,0.1873,0.1154,BCC+FCC
1,7.7535,14.12,0.0465,0.1894,0.1189,BCC+FCC
1,7.625,13.29,0.0473,0.2038,0.0928,BCC+FCC
1,7.6265,13.46,0.0484,0.2064,0.1022,BCC+FCC
4,7.9645,13.62,0.0358,0.1481,0.0923,FCC
1,7.8485,13.785,0.0444,0.1824,0.1057,BCC+FCC
1,7.747,13.805,0.0427,0.1839,0.1104,BCC+FCC
4,8.061,13.455,0.0339,0.1421,0.0729,FCC
1,7.673,13.39,0.0482,0.2037,0.0928,BCC+FCC
4,8.114,13.7,0.0347,0.1445,0.0846,FCC
3,7.9595,13.475,0.0335,0.144,0.0834,FCC
4,8.0125,13.72,0.0354,0.1473,0.0927,FCC
4,7.961,13.645,0.0346,0.1469,0.092,FCC
1,7.948,13.96,0.0445,0.1815,0.1065,BCC+FCC
1,7.676,13.73,0.0502,0.2084,0.1102,BCC+FCC
3,8.0655,13.965,0.0366,0.1495,0.1005,FCC
4,7.9625,13.815,0.0357,0.1497,0.099,FCC
4,8.17,14.285,0.0364,0.1497,0.108,FCC
1,7.848,14.15,0.0453,0.1858,0.1165,BCC+FCC
1,7.7965,14.075,0.0442,0.1857,0.1156,BCC+FCC
1,8.0055,14.715,0.0469,0.1873,0.1265,BCC+FCC
2,8.109,13.555,0.0331,0.1411,0.0729,FCC
2,8.0575,13.48,0.033,0.1409,0.0727,FCC
3,7.9545,13.33,0.0312,0.1392,0.0722,FCC
3,8.1105,13.725,0.0339,0.1437,0.0844,FCC
1,7.618,13.34,0.0452,0.2008,0.0925,BCC+FCC
3,8.0075,13.575,0.0333,0.1433,0.0836,FCC
4,7.956,13.5,0.0323,0.1425,0.0831,FCC
4,8.215,14.045,0.033,0.1444,0.0945,FCC
1,7.671,13.585,0.0482,0.2049,0.1021,BCC+FCC
4,8.112,13.895,0.0347,0.1461,0.0935,FCC
1,7.6195,13.51,0.046,0.2036,0.1018,BCC+FCC
3,8.0605,13.82,0.0347,0.1463,0.093,FCC
4,8.009,13.745,0.0343,0.1462,0.0924,FCC
3,7.9575,13.67,0.0334,0.1456,0.0917,FCC
1,7.996,14.06,0.0436,0.1805,0.1067,BCC+FCC
1,7.893,13.91,0.0432,0.1808,0.1057,BCC+FCC
3,8.1135,14.065,0.0354,0.1483,0.1009,FCC
3,8.0105,13.915,0.0353,0.1488,0.0995,FCC
2,7.959,13.84,0.0345,0.1485,0.0987,FCC
3,7.9605,14.01,0.0356,0.1512,0.1041,FCC
2,8.157,13.655,0.032,0.14,0.0729,FCC
2,8.1055,13.58,0.0323,0.14,0.0728,FCC
3,8.0025,13.43,0.0313,0.1387,0.0723,FCC
4,8.21,13.9,0.0319,0.1419,0.0848,FCC
2,8.1585,13.825,0.0327,0.1425,0.0845,FCC
4,8.107,13.75,0.033,0.1427,0.0842,FCC
2,8.0555,13.675,0.0329,0.1425,0.0838,FCC
1,8.004,13.6,0.0323,0.1419,0.0833,FCC
2,7.9525,13.525,0.0311,0.1409,0.0829,FCC
1,7.6675,13.61,0.0471,0.2035,0.102,BCC+FCC
4,8.1085,13.92,0.0338,0.1453,0.0933,FCC
1,7.616,13.535,0.0452,0.2021,0.1017,BCC+FCC
2,8.057,13.845,0.0338,0.1453,0.0927,FCC
3,8.0055,13.77,0.0332,0.1449,0.0921,FCC
2,7.954,13.695,0.0322,0.1441,0.0915,FCC
1,7.772,13.93,0.051,0.2075,0.1106,BCC+FCC
1,7.8895,13.935,0.0422,0.1798,0.1055,BCC+FCC
4,8.11,14.09,0.0346,0.1476,0.1006,FCC
4,8.007,13.94,0.0342,0.1477,0.0991,FCC
2,7.9555,13.865,0.0333,0.1472,0.0983,FCC
1,7.891,14.105,0.0431,0.1821,0.1117,BCC+FCC
4,8.1115,14.26,0.0354,0.1498,0.1065,FCC
1,7.8395,14.03,0.0422,0.1818,0.111,BCC+FCC
3,8.0085,14.11,0.0352,0.1504,0.1047,FCC
1,7.9985,14.765,0.0455,0.1868,0.1257,BCC+FCC
4,8.205,13.755,0.0307,0.1388,0.0729,FCC
2,8.1535,13.68,0.0313,0.1391,0.0728,FCC
2,8.102,13.605,0.0314,0.1388,0.0726,FCC
2,8.0505,13.53,0.0311,0.1382,0.0724,FCC
3,7.999,13.455,0.0302,0.1371,0.0721,FCC
4,7.9475,13.38,0.0288,0.1354,0.0718,FCC
4,8.258,14,0.0301,0.1404,0.0849,FCC
4,8.2065,13.925,0.0313,0.1412,0.0846,FCC
2,8.155,13.85,0.032,0.1417,0.0843,FCC
1,8.1035,13.775,0.0322,0.1417,0.084,FCC
3,8.052,13.7,0.0319,0.1413,0.0836,FCC
1,8.0005,13.625,0.0312,0.1404,0.0831,FCC
1,7.87,13.935,0.0507,0.2051,0.1026,BCC+FCC
1,7.8185,13.86,0.0503,0.2049,0.1025,BCC+FCC
1,7.767,13.785,0.0494,0.2043,0.1023,BCC+FCC
4,8.208,14.095,0.0318,0.1435,0.094,FCC
4,8.1565,14.02,0.0327,0.1441,0.0935,FCC
1,8.002,13.795,0.0322,0.1436,0.0918,FCC
3,7.9505,13.72,0.031,0.1425,0.0912,FCC
1,7.8715,14.105,0.0513,0.207,0.111,BCC+FCC
1,7.886,13.96,0.0413,0.1788,0.1052,BCC+FCC
1,8.0035,13.965,0.0332,0.1465,0.0988,FCC
2,8.0565,14.21,0.0346,0.1494,0.1053,FCC
4,8.15,13.705,0.0306,0.138,0.0726,FCC
4,8.0985,13.63,0.0306,0.1375,0.0724,FCC
1,7.606,13.245,0.0434,0.1921,0.081,BCC+FCC
2,8.047,13.555,0.0301,0.1366,0.0722,FCC
2,7.9955,13.48,0.0291,0.1352,0.0719,FCC
2,7.944,13.405,0.0276,0.1333,0.0716,FCC
1,7.865,13.79,0.0496,0.2022,0.0925,BCC+FCC
4,8.2545,14.025,0.0296,0.1399,0.0847,FCC
1,7.7105,13.565,0.0461,0.1993,0.0924,BCC+FCC
3,8.1515,13.875,0.0313,0.1407,0.0841,FCC
4,8.1,13.8,0.0314,0.1405,0.0837,FCC
4,8.0485,13.725,0.031,0.1399,0.0833,FCC
4,7.997,13.65,0.0301,0.1388,0.0829,FCC
1,7.9455,13.575,0.0287,0.1372,0.0823,FCC
1,7.6605,13.66,0.0452,0.2005,0.1016,BCC+FCC
4,8.05,13.895,0.0319,0.1429,0.0922,FCC
2,7.9985,13.82,0.0311,0.1421,0.0915,FCC
1,7.8825,13.985,0.0403,0.1776,0.105,BCC+FCC
4,8.103,14.14,0.0329,0.1459,0.1,FCC
4,8.0515,14.065,0.0328,0.1458,0.0993,FCC
1,8.198,13.805,0.0295,0.137,0.0726,FCC
2,8.1465,13.73,0.0299,0.1367,0.0725,FCC
4,8.095,13.655,0.0298,0.1361,0.0723,FCC
3,8.0435,13.58,0.0292,0.1349,0.072,FCC
4,7.992,13.505,0.028,0.1332,0.0717,FCC
4,7.9405,13.43,0.0264,0.131,0.0714,FCC
1,7.8615,13.815,0.049,0.2012,0.0924,BCC+FCC
1,7.81,13.74,0.0482,0.2004,0.0924,BCC+FCC
2,8.1995,13.975,0.0301,0.1396,0.0843,FCC
1,7.6555,13.515,0.0443,0.1958,0.0922,BCC+FCC
4,8.0965,13.825,0.0305,0.1392,0.0835,FCC
3,7.9935,13.675,0.029,0.137,0.0826,FCC
1,7.8115,13.91,0.0489,0.2028,0.1022,BCC+FCC
4,8.098,13.995,0.0313,0.1421,0.0925,FCC
1,8.0465,13.92,0.0309,0.1415,0.0919,FCC
1,8.0335,14.235,0.0406,0.1775,0.1063,BCC+FCC
1,7.3165,13.61,0.0509,0.2109,0.0955,BCC+FCC
1,7.537,13.765,0.0449,0.1875,0.0917,BCC+FCC
1,7.4855,13.69,0.0426,0.186,0.0914,BCC+FCC
1,7.318,13.78,0.0515,0.2138,0.1046,BCC+FCC
1,7.4355,13.785,0.0412,0.1873,0.0998,BCC+FCC
1,7.5915,14.18,0.0487,0.1934,0.1085,BCC+FCC
1,7.7605,14.26,0.0418,0.164,0.1033,BCC+FCC
1,7.865,14.58,0.0429,0.1654,0.1106,BCC+FCC
1,7.762,14.43,0.0428,0.1663,0.109,BCC+FCC
1,7.4385,14.125,0.0438,0.1931,0.1126,BCC+FCC
1,7.659,14.28,0.0406,0.1657,0.1072,BCC+FCC
1,7.815,14.675,0.044,0.168,0.1145,BCC+FCC
1,7.7635,14.6,0.0438,0.1684,0.1136,BCC+FCC
1,7.7135,14.695,0.0442,0.1708,0.1157,BCC+FCC
1,7.8695,15.09,0.0453,0.1705,0.1218,BCC+FCC
1,7.6635,14.79,0.0443,0.173,0.1161,BCC+FCC
1,7.768,15.11,0.0468,0.1742,0.1201,BCC+FCC
1,7.3645,13.71,0.0516,0.2111,0.0954,BCC+FCC
1,7.313,13.635,0.0503,0.2091,0.0953,BCC+FCC
1,7.482,13.715,0.0413,0.1843,0.0912,BCC+FCC
1,7.366,13.88,0.0521,0.2139,0.1047,BCC+FCC
1,7.535,13.96,0.0448,0.1888,0.1004,BCC+FCC
1,7.3675,14.05,0.0527,0.2165,0.1125,BCC+FCC
1,7.588,14.205,0.0476,0.1923,0.1083,BCC+FCC
1,7.4335,13.98,0.0411,0.1886,0.1066,BCC+FCC
1,7.641,14.45,0.0497,0.1949,0.1151,BCC+FCC
1,7.435,14.15,0.0424,0.1916,0.1123,BCC+FCC
1,7.7115,14.89,0.0441,0.1721,0.1171,BCC+FCC
1,7.7645,15.135,0.0457,0.1737,0.1195,BCC+FCC
1,7.361,13.735,0.051,0.2094,0.0953,BCC+FCC
1,7.53,13.815,0.0425,0.1844,0.0913,BCC+FCC
1,7.686,14.21,0.0479,0.19,0.1013,BCC+FCC
1,7.6875,14.38,0.0487,0.1921,0.1091,BCC+FCC
1,7.8065,14.555,0.0412,0.1645,0.1092,BCC+FCC
1,7.755,14.48,0.0406,0.1644,0.1084,BCC+FCC
1,7.7035,14.405,0.0396,0.1639,0.1074,BCC+FCC
1,7.639,14.645,0.0496,0.1961,0.12,BCC+FCC
1,7.808,14.725,0.0421,0.1667,0.1138,BCC+FCC
1,7.705,14.575,0.0407,0.1665,0.1117,BCC+FCC
1,7.512,13.985,0.0545,0.2125,0.0954,BCC+FCC
1,7.409,13.835,0.0516,0.2096,0.0953,BCC+FCC
1,7.578,13.915,0.0435,0.1843,0.0914,BCC+FCC
1,7.203,13.535,0.0467,0.1988,0.0948,BCC+FCC
1,7.734,14.31,0.0476,0.1893,0.1014,BCC+FCC
1,7.462,14.08,0.0536,0.2138,0.1049,BCC+FCC
1,7.4105,14.005,0.0522,0.2124,0.1047,BCC+FCC
1,7.412,14.175,0.0527,0.2151,0.1125,BCC+FCC
1,7.5295,14.18,0.0436,0.1886,0.1073,BCC+FCC
1,7.478,14.105,0.0411,0.1869,0.1067,BCC+FCC
1,7.8045,14.75,0.0411,0.1659,0.1134,BCC+FCC
1,7.753,14.675,0.0405,0.1658,0.1123,BCC+FCC
1,7.185,13.705,0.0579,0.2276,0.0985,BCC+FCC
1,7.4055,13.86,0.051,0.2079,0.0952,BCC+FCC
1,7.3025,13.71,0.0486,0.203,0.095,BCC+FCC
1,7.7305,14.335,0.0469,0.1884,0.1012,BCC+FCC
1,7.679,14.26,0.0462,0.1879,0.1009,BCC+FCC
1,7.5245,14.035,0.0413,0.184,0.0998,BCC+FCC
1,7.7835,14.58,0.0476,0.1906,0.1095,BCC+FCC
1,7.5115,14.35,0.0552,0.216,0.113,BCC+FCC
1,7.732,14.505,0.0476,0.1906,0.1091,BCC+FCC
1,7.6805,14.43,0.047,0.1902,0.1086,BCC+FCC
1,7.629,14.355,0.046,0.1895,0.1081,BCC+FCC
1,7.357,14.125,0.0509,0.2118,0.1119,BCC+FCC
1,7.5775,14.28,0.0444,0.1885,0.1076,BCC+FCC
1,7.6305,14.525,0.0468,0.192,0.1143,BCC+FCC
1,7.579,14.45,0.0454,0.1911,0.1136,BCC+FCC
1,7.854,15.02,0.0412,0.167,0.1175,BCC+FCC
1,7.7255,14.19,0.0455,0.185,0.0917,BCC+FCC
1,7.402,13.885,0.0504,0.2061,0.0951,BCC+FCC
1,7.6225,14.04,0.0432,0.1827,0.0913,BCC+FCC
1,7.571,13.965,0.0413,0.1809,0.0911,BCC+FCC
1,7.7785,14.435,0.0465,0.1877,0.1013,BCC+FCC
1,7.727,14.36,0.0462,0.1874,0.1011,BCC+FCC
1,7.624,14.21,0.0441,0.1855,0.1004,BCC+FCC
1,7.352,13.98,0.0498,0.2069,0.1041,BCC+FCC
1,7.7285,14.53,0.0469,0.1897,0.1089,BCC+FCC
1,7.405,14.225,0.0515,0.212,0.1121,BCC+FCC
1,7.5225,14.23,0.0412,0.1853,0.1068,BCC+FCC
1,7.73,14.7,0.0475,0.1918,0.1153,BCC+FCC
1,7.5755,14.475,0.0443,0.1898,0.1133,BCC+FCC
1,7.2295,13.83,0.058,0.2262,0.0983,BCC+FCC
1,7.503,14.23,0.0529,0.211,0.1047,BCC+FCC
1,7.7235,14.385,0.0455,0.1862,0.1009,BCC+FCC
1,7.672,14.31,0.0446,0.1853,0.1006,BCC+FCC
1,7.3485,14.005,0.0492,0.2048,0.1039,BCC+FCC
1,7.6735,14.48,0.0453,0.1879,0.1082,BCC+FCC
1,7.6765,14.82,0.0469,0.1928,0.1195,BCC+FCC
1,7.226,13.855,0.0573,0.224,0.0983,BCC+FCC
1,7.7715,14.485,0.0453,0.1858,0.101,BCC+FCC
1,7.773,14.655,0.0459,0.1881,0.1089,BCC+FCC
1,7.6715,14.675,0.0453,0.1892,0.1142,BCC+FCC
1,7.776,14.995,0.047,0.1923,0.1208,BCC+FCC
1,7.7245,14.92,0.0468,0.1922,0.12,BCC+FCC
1,7.5,14.68,0.045,0.1749,0.1061,BCC+FCC
1,7.228,14.45,0.0478,0.1995,0.1101,BCC+FCC
1,7.4485,14.605,0.0436,0.174,0.1054,BCC+FCC
1,7.1765,14.375,0.0466,0.1976,0.1095,BCC+FCC
1,7.5015,14.85,0.046,0.1773,0.1118,BCC+FCC
1,7.45,14.775,0.0447,0.1767,0.111,BCC+FCC
1,7.4515,14.945,0.0458,0.1792,0.1153,BCC+FCC
1,7.4,14.87,0.0441,0.1785,0.1143,BCC+FCC
1,7.712,15.66,0.048,0.1809,0.127,BCC+FCC
1,7.609,15.51,0.0495,0.183,0.1246,BCC+FCC
1,7.403,15.21,0.0465,0.1835,0.1192,BCC+FCC
1,7.662,15.755,0.0497,0.1836,0.1276,BCC+FCC
1,7.326,14.455,0.0498,0.1983,0.1034,BCC+FCC
1,7.495,14.535,0.0429,0.1709,0.0988,BCC+FCC
1,7.223,14.305,0.0467,0.1947,0.1027,BCC+FCC
1,7.2775,14.72,0.0498,0.2023,0.1164,BCC+FCC
1,7.4465,14.8,0.0435,0.1754,0.1106,BCC+FCC
1,7.654,15.27,0.0469,0.1784,0.1187,BCC+FCC
1,7.6025,15.195,0.0471,0.1788,0.1178,BCC+FCC
1,7.551,15.12,0.0468,0.1789,0.1169,BCC+FCC
1,7.6055,15.535,0.0487,0.1826,0.1241,BCC+FCC
1,7.451,15.31,0.0468,0.1829,0.1201,BCC+FCC
1,7.3995,15.235,0.0452,0.1824,0.1187,BCC+FCC
1,7.607,15.705,0.0494,0.1843,0.1256,BCC+FCC
1,7.504,15.555,0.0489,0.1852,0.1226,BCC+FCC
1,7.271,14.405,0.0473,0.195,0.1029,BCC+FCC
1,7.5445,14.805,0.044,0.1732,0.1062,BCC+FCC
1,7.5975,15.05,0.0455,0.1759,0.1127,BCC+FCC
1,7.3255,14.82,0.0508,0.2022,0.1168,BCC+FCC
1,7.7035,15.54,0.0463,0.179,0.1232,BCC+FCC
1,7.6005,15.39,0.047,0.1801,0.1211,BCC+FCC
1,7.549,15.315,0.0467,0.1802,0.12,BCC+FCC
1,7.446,15.165,0.0445,0.1794,0.1176,BCC+FCC
1,7.3945,15.09,0.0427,0.1784,0.1164,BCC+FCC
1,7.705,15.71,0.0468,0.1806,0.1261,BCC+FCC
1,7.499,15.41,0.0468,0.1823,0.121,BCC+FCC
1,7.253,14.575,0.0597,0.2224,0.1075,BCC+FCC
1,7.422,14.655,0.0513,0.198,0.1037,BCC+FCC
1,6.9955,14.2,0.0523,0.2105,0.1064,BCC+FCC
1,7.166,14.45,0.0448,0.1913,0.1087,BCC+FCC
1,7.5425,15,0.044,0.1745,0.1116,BCC+FCC
1,7.5955,15.245,0.0454,0.1773,0.1171,BCC+FCC
1,7.544,15.17,0.0449,0.177,0.1162,BCC+FCC
1,7.4925,15.095,0.0438,0.1764,0.1152,BCC+FCC
1,7.47,14.755,0.0516,0.1977,0.1038,BCC+FCC
1,7.095,14.375,0.0545,0.2145,0.1068,BCC+FCC
1,7.264,14.455,0.0461,0.1911,0.1025,BCC+FCC
1,7.2125,14.38,0.0449,0.1883,0.1021,BCC+FCC
1,7.161,14.305,0.0436,0.1851,0.1016,BCC+FCC
1,7.0965,14.545,0.0552,0.2178,0.1143,BCC+FCC
1,7.1625,14.475,0.0442,0.189,0.1085,BCC+FCC
1,7.6935,15.25,0.044,0.1742,0.1136,BCC+FCC
1,7.3185,14.87,0.0486,0.1993,0.1162,BCC+FCC
1,7.539,15.025,0.043,0.1733,0.1113,BCC+FCC
1,7.592,15.27,0.0446,0.1763,0.1168,BCC+FCC
1,7.595,15.61,0.0462,0.1807,0.1227,BCC+FCC
1,7.5435,15.535,0.0457,0.1807,0.1214,BCC+FCC
1,7.246,14.625,0.0582,0.2194,0.1072,BCC+FCC
1,7.687,14.935,0.0423,0.1688,0.0996,BCC+FCC
1,7.143,14.475,0.0553,0.2151,0.1069,BCC+FCC
1,7.04,14.325,0.0523,0.2089,0.1063,BCC+FCC
1,7.2605,14.48,0.0455,0.1889,0.1023,BCC+FCC
1,7.209,14.405,0.0443,0.1859,0.1019,BCC+FCC
1,7.1445,14.645,0.0559,0.2182,0.1145,BCC+FCC
1,7.5855,14.955,0.0422,0.1702,0.106,BCC+FCC
1,7.093,14.57,0.0545,0.2157,0.1141,BCC+FCC
1,7.534,14.88,0.0412,0.1691,0.1053,BCC+FCC
1,7.0415,14.495,0.053,0.2126,0.1137,BCC+FCC
1,7.262,14.65,0.0461,0.1924,0.1094,BCC+FCC
1,7.6385,15.2,0.0434,0.1733,0.1126,BCC+FCC
1,7.5355,15.05,0.0421,0.172,0.111,BCC+FCC
1,7.484,14.975,0.0406,0.1707,0.1101,BCC+FCC
1,7.4855,15.145,0.0416,0.1736,0.1144,BCC+FCC
1,7.59,15.465,0.0445,0.1777,0.1199,BCC+FCC
1,7.5385,15.39,0.0438,0.1772,0.1187,BCC+FCC
1,7.2425,14.65,0.0575,0.2178,0.1071,BCC+FCC
1,7.463,14.805,0.0502,0.1951,0.1035,BCC+FCC
1,7.1395,14.5,0.0546,0.213,0.1067,BCC+FCC
1,7.36,14.655,0.0474,0.1918,0.1029,BCC+FCC
1,7.0365,14.35,0.0516,0.2063,0.1062,BCC+FCC
1,7.4645,14.975,0.0509,0.1977,0.1112,BCC+FCC
1,7.413,14.9,0.0496,0.1965,0.1107,BCC+FCC
1,7.6335,15.055,0.042,0.1697,0.1063,BCC+FCC
1,7.582,14.98,0.0414,0.1688,0.1057,BCC+FCC
1,7.2585,14.675,0.0455,0.1903,0.1092,BCC+FCC
1,7.363,14.995,0.0487,0.1977,0.1164,BCC+FCC
1,7.3115,14.92,0.0473,0.1959,0.1157,BCC+FCC
1,7.239,14.675,0.0568,0.216,0.107,BCC+FCC
1,7.305,14.605,0.0456,0.1873,0.1023,BCC+FCC
1,7.2535,14.53,0.0443,0.1842,0.1019,BCC+FCC
1,7.4095,14.925,0.0487,0.1949,0.1105,BCC+FCC
1,7.358,14.85,0.0474,0.1931,0.11,BCC+FCC
1,7.6845,15.495,0.0427,0.1739,0.1175,BCC+FCC
1,7.188,15.025,0.0463,0.183,0.1081,BCC+FCC
1,7.1365,14.95,0.0439,0.1812,0.1075,BCC+FCC
1,7.0335,14.8,0.0411,0.1762,0.106,BCC+FCC
1,7.1395,15.29,0.0463,0.1873,0.1171,BCC+FCC
1,7.088,15.215,0.0436,0.1856,0.1161,BCC+FCC
1,6.964,14.895,0.0517,0.2043,0.1124,BCC+FCC
1,7.289,15.37,0.0496,0.1867,0.1149,BCC+FCC
1,7.1345,15.145,0.0438,0.1826,0.1125,BCC+FCC
1,7.136,15.315,0.045,0.1857,0.1167,BCC+FCC
1,7.012,14.995,0.0525,0.2047,0.1127,BCC+FCC
1,7.1295,15,0.0424,0.1772,0.1069,BCC+FCC
1,6.8575,14.77,0.0481,0.1955,0.111,BCC+FCC
1,7.2855,15.395,0.0486,0.1854,0.1146,BCC+FCC
1,7.184,15.415,0.0461,0.1857,0.1173,BCC+FCC
1,7.2805,15.25,0.0468,0.1812,0.1086,BCC+FCC
1,7.0085,15.02,0.0518,0.2027,0.1125,BCC+FCC
1,7.229,15.175,0.045,0.1796,0.108,BCC+FCC
1,6.9055,14.87,0.0488,0.1965,0.1114,BCC+FCC
1,7.126,15.025,0.0418,0.175,0.1066,BCC+FCC
1,7.3335,15.495,0.0489,0.1851,0.1151,BCC+FCC
1,7.076,15.12,0.0411,0.1758,0.1109,BCC+FCC
1,7.232,15.515,0.047,0.1856,0.118,BCC+FCC
1,7.0565,15.12,0.0526,0.2032,0.1128,BCC+FCC
1,7.277,15.275,0.0459,0.1796,0.1083,BCC+FCC
1,7.3815,15.595,0.0489,0.1846,0.1155,BCC+FCC
1,7.156,15.295,0.0548,0.2055,0.1135,BCC+FCC
1,7.325,15.375,0.0464,0.1796,0.1087,BCC+FCC
1,7.0015,15.07,0.0504,0.1983,0.112,BCC+FCC
1,7.2765,15.64,0.0467,0.1839,0.1182,BCC+FCC
1,7.373,15.475,0.0468,0.1794,0.109,BCC+FCC
1,7.3215,15.4,0.0456,0.1779,0.1084,BCC+FCC
1,7.2185,15.25,0.0425,0.1737,0.1071,BCC+FCC
1,7.1155,15.1,0.04,0.1674,0.1056,BCC+FCC
1,7.051,15.34,0.0518,0.2024,0.1182,BCC+FCC
1,7.22,15.42,0.043,0.1772,0.1126,BCC+FCC
1,7.3695,15.5,0.046,0.1779,0.1087,BCC+FCC
1,7.2165,15.445,0.0424,0.1751,0.1122,BCC+FCC
1,6.723,15.315,0.0446,0.1824,0.1129,BCC+FCC
1,6.8225,15.49,0.0468,0.1868,0.1144,BCC+FCC
1,6.8705,15.59,0.0476,0.1874,0.1149,BCC+FCC
1,6.7675,15.44,0.0446,0.1806,0.1132,BCC+FCC
1,6.97,15.765,0.0498,0.1904,0.1162,BCC+FCC
1,6.9185,15.69,0.0484,0.188,0.1154,BCC+FCC
1,6.867,15.615,0.0469,0.1851,0.1146,BCC+FCC
1,6.764,15.465,0.0439,0.1776,0.1128,BCC+FCC
1,6.9665,15.79,0.0491,0.1884,0.1159,BCC+FCC
1,6.915,15.715,0.0476,0.1857,0.1151,BCC+FCC
1,6.812,15.565,0.0447,0.1788,0.1134,BCC+FCC
1,6.8135,15.735,0.0453,0.183,0.1172,BCC+FCC
1,7.011,15.915,0.0492,0.1867,0.116,BCC+FCC
1,6.908,15.765,0.0462,0.1808,0.1144,BCC+FCC
1,7.0075,15.94,0.0485,0.1846,0.1157,BCC+FCC
4,8.1705,13.28,0.0389,0.1783,0.1829,FCC
4,8.1655,13.135,0.0366,0.1748,0.175,FCC
4,8.2135,13.235,0.0367,0.1742,0.1746,FCC
3,8.21,13.26,0.0356,0.1731,0.1748,FCC
3,8.1615,13.525,0.0364,0.1775,0.1903,FCC
4,8.361,13.51,0.0362,0.1728,0.1734,FCC
4,8.2065,13.285,0.0345,0.1718,0.1749,FCC
3,8.1565,13.38,0.0341,0.1736,0.1832,FCC
3,8.158,13.55,0.0352,0.1763,0.1904,FCC
4,8.211,13.795,0.0375,0.1793,0.1968,FCC
3,8.1595,13.72,0.0363,0.1789,0.197,FCC
3,8.3575,13.535,0.0355,0.172,0.1735,FCC
3,8.306,13.46,0.0353,0.1719,0.174,FCC
2,8.2545,13.385,0.0346,0.1714,0.1745,FCC
2,8.203,13.31,0.0335,0.1705,0.175,FCC
3,8.1515,13.235,0.0318,0.1692,0.1754,FCC
3,8.256,13.555,0.0355,0.1739,0.1825,FCC
4,8.153,13.405,0.0329,0.1722,0.1833,FCC
4,8.2575,13.725,0.0364,0.1763,0.1899,FCC
2,8.2075,13.82,0.0365,0.1783,0.1968,FCC
3,8.4055,13.635,0.0346,0.1711,0.1731,FCC
3,8.354,13.56,0.0348,0.1711,0.1736,FCC
4,8.3025,13.485,0.0345,0.1708,0.1741,FCC
1,8.251,13.41,0.0337,0.1701,0.1746,FCC
4,8.1995,13.335,0.0324,0.169,0.1751,FCC
3,8.148,13.26,0.0306,0.1675,0.1755,FCC
4,8.4585,13.88,0.0344,0.1726,0.1809,FCC
1,8.2525,13.58,0.0346,0.1728,0.1826,FCC
4,8.201,13.505,0.0334,0.1719,0.183,FCC
4,8.1495,13.43,0.0317,0.1706,0.1833,FCC
4,8.254,13.75,0.0355,0.1753,0.1899,FCC
3,8.2025,13.675,0.0344,0.1746,0.1902,FCC
4,8.2555,13.92,0.0364,0.1776,0.1966,FCC
4,8.402,13.66,0.034,0.1703,0.1732,FCC
4,8.3505,13.585,0.0341,0.1702,0.1737,FCC
2,8.299,13.51,0.0337,0.1696,0.1742,FCC
4,8.2475,13.435,0.0327,0.1687,0.1747,FCC
2,8.196,13.36,0.0313,0.1674,0.1752,FCC
3,8.1445,13.285,0.0294,0.1656,0.1756,FCC
4,8.5065,13.98,0.0327,0.1714,0.1805,FCC
4,8.352,13.755,0.0347,0.1725,0.1819,FCC
2,8.3005,13.68,0.0344,0.1722,0.1823,FCC
2,8.249,13.605,0.0336,0.1715,0.1827,FCC
3,8.1975,13.53,0.0323,0.1704,0.183,FCC
4,8.4565,14.075,0.0343,0.1739,0.1887,FCC
2,8.302,13.85,0.0352,0.1746,0.1897,FCC
4,8.2505,13.775,0.0345,0.1741,0.19,FCC
4,7.848,13.7,0.0357,0.1826,0.1846,FCC
3,7.8495,13.87,0.0369,0.1856,0.1918,FCC
4,7.896,13.8,0.0368,0.1826,0.1844,FCC
4,7.8445,13.725,0.0344,0.1808,0.1847,FCC
2,7.846,13.895,0.0356,0.1839,0.1918,FCC
4,7.8925,13.825,0.0356,0.1809,0.1844,FCC
2,7.841,13.75,0.0337,0.1788,0.1848,FCC
4,7.8425,13.92,0.0343,0.1821,0.1919,FCC
4,7.9405,13.925,0.0366,0.1809,0.1841,FCC
2,7.889,13.85,0.0345,0.179,0.1845,FCC
2,7.8375,13.775,0.0334,0.1767,0.1849,FCC
3,7.8905,14.02,0.0356,0.1822,0.1917,FCC
2,7.8855,13.875,0.0337,0.1771,0.1846,FCC
4,8.567,13.12,0.038,0.2063,0.1985,FCC
4,8.5635,13.145,0.0369,0.2053,0.1986,FCC
4,8.6115,13.245,0.0375,0.2049,0.1982,FCC
4,8.6595,13.345,0.0379,0.2044,0.1978,FCC
