Pm.3,e/a,EWF,ad-e/n.2,δ-e/n.1,δ-ρ,δ-Ec.1,δ-G.1,δ-υ,
1,1.95,4.4765,0.0296,0.1192,0.1681,0.1831,0.2597,0.1955,FCC
1,1.95,4.4965,0.0293,0.1181,0.1677,0.176,0.2594,0.1914,FCC
1,1.95,4.6215,0.0301,0.1242,0.1704,0.1459,0.2584,0.1768,FCC
1,1.95,4.5365,0.0278,0.1155,0.1668,0.1566,0.2588,0.1821,FCC
1,1.9,4.4765,0.0308,0.1249,0.1692,0.1818,0.2747,0.2052,FCC
1,1.9,4.5815,0.0357,0.1352,0.1733,0.1689,0.2734,0.1984,FCC
1,1.8,4.464,0.0293,0.1249,0.1673,0.1709,0.2944,0.2186,FCC
1,1.8,4.5165,0.0332,0.1337,0.1706,0.1644,0.2933,0.2166,FCC
1,2,4.639,0.0341,0.1248,0.1728,0.1724,0.2676,0.1918,FCC
1,2,4.7115,0.0334,0.1219,0.1717,0.1486,0.2679,0.1783,FCC
1,2,4.574,0.029,0.1166,0.1699,0.1701,0.2672,0.1925,FCC
1,2,4.594,0.0274,0.1144,0.1691,0.159,0.2673,0.1864,FCC
4,2,4.739,0.0278,0.1097,0.1678,0.0886,0.2677,0.1559,FCC
1,1.95,4.5015,0.031,0.1214,0.1704,0.1842,0.2866,0.215,FCC
1,1.95,4.6065,0.0343,0.1293,0.1733,0.1705,0.2864,0.2048,FCC
1,1.95,4.5215,0.0306,0.1202,0.1699,0.1769,0.2864,0.2102,FCC
1,1.95,4.6265,0.0328,0.1272,0.1725,0.1595,0.2862,0.1992,FCC
1,1.95,4.5415,0.0298,0.1188,0.1694,0.168,0.2863,0.2052,FCC
1,1.95,4.5615,0.0288,0.1172,0.1688,0.1573,0.2861,0.1998,FCC
1,1.95,4.614,0.0293,0.1207,0.1701,0.1455,0.2859,0.1937,FCC
1,1.95,4.529,0.0269,0.1107,0.1665,0.1561,0.2861,0.2,FCC
1,1.9,4.5015,0.0324,0.1273,0.1717,0.1829,0.302,0.2254,FCC
1,1.9,4.554,0.0351,0.1328,0.1736,0.1774,0.3015,0.2211,FCC
1,1.9,4.5615,0.0315,0.1242,0.1703,0.1566,0.3008,0.2117,FCC
1,1.9,4.5815,0.0306,0.1229,0.1697,0.1441,0.3004,0.2065,FCC
1,1.85,4.489,0.0306,0.1241,0.1695,0.1732,0.3135,0.231,FCC
1,1.8,4.489,0.031,0.1283,0.1704,0.172,0.3226,0.2401,FCC
1,2,4.579,0.0316,0.1199,0.172,0.1802,0.2912,0.2117,FCC
1,2,4.684,0.0336,0.1224,0.1726,0.1617,0.2921,0.1976,FCC
1,2,4.599,0.03,0.1177,0.1712,0.1708,0.2914,0.2055,FCC
1,2,4.6515,0.0315,0.1193,0.1716,0.1607,0.2919,0.1983,FCC
1,2,4.6715,0.0303,0.1165,0.1707,0.1474,0.2921,0.1913,FCC
4,2,4.5865,0.0265,0.1106,0.1689,0.1586,0.2914,0.1996,FCC
4,2,4.554,0.0248,0.1048,0.167,0.1575,0.2911,0.2002,FCC
4,2,4.7315,0.0265,0.1072,0.1676,0.0883,0.2925,0.1678,FCC
1,1.95,4.494,0.0297,0.1165,0.1701,0.1836,0.3111,0.23,FCC
1,1.95,4.5665,0.031,0.1205,0.1712,0.1688,0.3111,0.2188,FCC
1,1.95,4.619,0.0318,0.1238,0.1722,0.1591,0.3112,0.2124,FCC
1,1.9,4.494,0.0309,0.1223,0.1713,0.1823,0.3272,0.2409,FCC
1,1.9,4.5665,0.0333,0.1273,0.1727,0.168,0.3267,0.2307,FCC
1,2,4.6115,0.0275,0.1118,0.1701,0.1593,0.3134,0.209,FCC
1,2,4.579,0.0257,0.1064,0.1686,0.1582,0.3131,0.2099,FCC
1,2,4.6315,0.0264,0.1093,0.1693,0.1462,0.3138,0.2019,FCC
2,2,4.724,0.0252,0.1043,0.1674,0.0881,0.315,0.1768,FCC
1,1.95,4.539,0.0306,0.1176,0.1715,0.1774,0.3338,0.2357,FCC
1,1.95,4.5915,0.0321,0.122,0.1727,0.1696,0.334,0.2291,FCC
1,1.95,4.579,0.0289,0.1146,0.1703,0.1576,0.3339,0.2235,FCC
1,2,4.669,0.0312,0.1167,0.1722,0.1609,0.3338,0.2148,FCC
2,2,4.7165,0.0239,0.1012,0.1672,0.0878,0.3354,0.1834,FCC
4,1.9,4.6515,0.0259,0.111,0.1688,0.0869,0.372,0.2176,FCC
4,2,4.7415,0.0245,0.1015,0.1677,0.0881,0.3542,0.1867,FCC
4,2,4.709,0.0226,0.0978,0.167,0.0875,0.3538,0.1882,FCC
2,2,4.7665,0.0248,0.1015,0.1679,0.0884,0.3713,0.1881,FCC
4,2,4.734,0.0233,0.0983,0.1675,0.0878,0.3708,0.1897,FCC
4,2,4.7015,0.0213,0.0941,0.1668,0.0873,0.3702,0.1913,FCC
1,2.05,4.513,0.0308,0.1269,0.2259,0.1704,0.2582,0.1553,FCC
1,1.8,4.743,0.048,0.1689,0.2364,0.1003,0.3074,0.1922,BCC+FCC
1,2.05,4.4655,0.0305,0.1246,0.226,0.1841,0.2834,0.1878,FCC
1,2.05,4.5905,0.0329,0.1319,0.2291,0.1627,0.2841,0.1712,FCC
1,1.95,4.433,0.0289,0.1258,0.2243,0.1792,0.3172,0.2086,FCC
1,1.85,4.768,0.0461,0.1632,0.2361,0.1008,0.3307,0.1997,BCC+FCC
1,1.85,4.683,0.043,0.1577,0.234,0.1196,0.3321,0.205,BCC+FCC
1,1.8,4.703,0.0447,0.1621,0.2346,0.0991,0.3367,0.2114,BCC+FCC
1,2.05,4.583,0.032,0.1284,0.2289,0.1622,0.3074,0.1871,FCC
1,2,4.5105,0.0332,0.1316,0.2287,0.1777,0.3262,0.2119,FCC
1,2,4.478,0.0305,0.1243,0.2262,0.1761,0.3261,0.2121,FCC
1,1.9,4.7605,0.0417,0.1538,0.2345,0.1004,0.3496,0.2012,BCC+FCC
1,2.05,4.5555,0.0321,0.1261,0.2291,0.1717,0.3282,0.2061,FCC
1,1.8,4.7205,0.0447,0.1602,0.2357,0.0992,0.3897,0.2383,BCC+FCC
1,1.85,4.718,0.0432,0.1537,0.2359,0.12,0.4309,0.2478,BCC+FCC
1,1.8,4.6855,0.0429,0.1542,0.2358,0.1187,0.4391,0.2612,BCC+FCC
1,2,4.6795,0.0424,0.1592,0.2804,0.1268,0.329,0.1635,BCC+FCC
1,2,4.732,0.0428,0.1606,0.2814,0.109,0.3283,0.157,BCC+FCC
1,1.9,4.712,0.0498,0.1747,0.2838,0.127,0.3456,0.1889,BCC+FCC
1,1.9,4.647,0.0448,0.1661,0.2802,0.1249,0.3461,0.1884,BCC+FCC
1,1.85,4.627,0.0457,0.1713,0.281,0.1389,0.3523,0.2028,BCC+FCC
1,1.85,4.6795,0.0489,0.1757,0.2829,0.1255,0.3511,0.1994,BCC+FCC
1,1.85,4.732,0.0513,0.1788,0.2843,0.1085,0.3498,0.1955,BCC+FCC
1,1.8,4.6995,0.0502,0.1794,0.2834,0.1072,0.3536,0.2056,BCC+FCC
1,2.05,4.757,0.041,0.1536,0.2811,0.1095,0.3404,0.1581,BCC+FCC
1,2,4.7245,0.0419,0.1581,0.2812,0.1087,0.3534,0.1744,BCC+FCC
1,1.95,4.737,0.0485,0.1695,0.2839,0.128,0.3638,0.1942,BCC+FCC
1,1.9,4.7045,0.0486,0.1718,0.2836,0.1266,0.3718,0.2068,BCC+FCC
1,1.9,4.6595,0.0435,0.1617,0.2798,0.1064,0.3716,0.2019,BCC+FCC
1,1.85,4.7245,0.0501,0.1759,0.2841,0.1081,0.3766,0.2133,BCC+FCC
1,2.05,4.762,0.0433,0.1561,0.2823,0.129,0.3632,0.1782,BCC+FCC
1,2,4.7295,0.0445,0.1606,0.2826,0.1279,0.3772,0.194,BCC+FCC
1,2,4.7495,0.0428,0.1587,0.2821,0.1091,0.3769,0.187,BCC+FCC
1,1.95,4.697,0.0452,0.1633,0.2824,0.1266,0.3882,0.2083,BCC+FCC
1,1.95,4.717,0.0443,0.1619,0.282,0.1082,0.3878,0.202,BCC+FCC
1,1.95,4.6845,0.0423,0.1578,0.2805,0.1072,0.3879,0.2025,BCC+FCC
1,1.9,4.7495,0.0491,0.1714,0.2844,0.1089,0.3959,0.2146,BCC+FCC
1,2.05,4.807,0.0423,0.1537,0.2822,0.1104,0.3844,0.179,BCC+FCC
1,1.95,4.7095,0.0433,0.1589,0.2818,0.1078,0.4109,0.2124,BCC+FCC
1,1.85,4.657,0.045,0.165,0.2821,0.1243,0.4278,0.2445,BCC+FCC
1,2.05,4.7995,0.0414,0.1517,0.282,0.1101,0.4042,0.1863,BCC+FCC
1,2,4.7995,0.0448,0.1594,0.2835,0.1101,0.4203,0.2026,BCC+FCC
1,1.95,4.7345,0.0444,0.1599,0.2829,0.1083,0.433,0.2195,BCC+FCC
1,1.9,4.682,0.045,0.1622,0.2829,0.1255,0.4435,0.2406,BCC+FCC
1,1.9,4.7345,0.047,0.1657,0.284,0.1082,0.4429,0.2334,BCC+FCC
1,1.95,4.707,0.0442,0.1583,0.2832,0.1265,0.4543,0.2328,BCC+FCC
1,1.95,4.7595,0.0454,0.1608,0.2838,0.1089,0.4542,0.2244,BCC+FCC
1,2,4.7845,0.043,0.1548,0.2832,0.1094,0.4591,0.2118,BCC+FCC
1,2,4.752,0.0412,0.1515,0.2824,0.1086,0.4589,0.2132,BCC+FCC
1,1.9,4.687,0.0426,0.1539,0.2821,0.1064,0.4866,0.2453,BCC+FCC
1,2.05,4.8095,0.0401,0.1476,0.2821,0.1099,0.4556,0.1956,BCC+FCC
1,1.85,4.6795,0.0429,0.1542,0.2828,0.1057,0.5177,0.2625,BCC+FCC
1,2.1,4.6885,0.0423,0.1621,0.3222,0.1157,0.3546,0.1429,BCC+FCC
1,2.05,4.681,0.0492,0.1746,0.325,0.1472,0.3679,0.1717,BCC+FCC
1,2.05,4.721,0.0473,0.1716,0.3244,0.1164,0.3671,0.1588,BCC+FCC
1,2.05,4.6235,0.0414,0.1594,0.3192,0.1134,0.3674,0.1597,BCC+FCC
1,1.95,4.6885,0.0498,0.1787,0.3242,0.1147,0.3843,0.1865,BCC+FCC
1,1.9,4.6885,0.0511,0.1832,0.3247,0.1143,0.3897,0.1982,BCC+FCC
1,2.1,4.746,0.0449,0.1657,0.3246,0.1172,0.3769,0.1582,BCC+FCC
1,2.1,4.7135,0.0432,0.1628,0.3234,0.1163,0.3768,0.1589,BCC+FCC
1,2,4.746,0.0512,0.1783,0.3265,0.1167,0.4006,0.189,BCC+FCC
1,2,4.7135,0.049,0.1748,0.325,0.1157,0.4008,0.1895,BCC+FCC
1,2,4.681,0.0468,0.1707,0.3234,0.1147,0.4009,0.1899,BCC+FCC
1,2,4.616,0.0423,0.1603,0.3193,0.1125,0.4012,0.1907,BCC+FCC
1,2.1,4.751,0.0476,0.168,0.3259,0.1349,0.3979,0.1776,BCC+FCC
1,2.1,4.771,0.046,0.166,0.3255,0.1177,0.3979,0.1694,BCC+FCC
1,2.1,4.706,0.0424,0.1602,0.3232,0.1159,0.3976,0.1714,BCC+FCC
1,2.05,4.706,0.0454,0.1663,0.3241,0.1157,0.4123,0.1874,BCC+FCC
1,2,4.686,0.0483,0.173,0.3251,0.132,0.4241,0.2085,BCC+FCC
1,2,4.641,0.0435,0.1622,0.3212,0.1132,0.4239,0.2032,BCC+FCC
1,2.1,4.796,0.0469,0.1662,0.3261,0.1182,0.4177,0.1773,BCC+FCC
1,2.05,4.731,0.0465,0.1672,0.3252,0.1163,0.4332,0.1959,BCC+FCC
1,2.05,4.666,0.0425,0.1589,0.3223,0.1143,0.433,0.1978,BCC+FCC
1,2,4.731,0.0491,0.173,0.3261,0.116,0.4456,0.2108,BCC+FCC
1,1.9,4.6135,0.0434,0.1658,0.3218,0.1278,0.4638,0.2451,BCC+FCC
1,1.9,4.666,0.0472,0.1724,0.324,0.113,0.463,0.2388,BCC+FCC
1,1.85,4.6335,0.0446,0.1688,0.3221,0.1111,0.4687,0.2512,BCC+FCC
1,2.1,4.7235,0.0424,0.1583,0.3241,0.1161,0.4354,0.1866,BCC+FCC
1,2.05,4.6585,0.0416,0.1553,0.3221,0.1139,0.4527,0.2052,BCC+FCC
1,2,4.691,0.0458,0.1655,0.3244,0.1145,0.4667,0.2191,BCC+FCC
1,1.95,4.691,0.0475,0.1702,0.3251,0.1141,0.4775,0.233,BCC+FCC
1,1.95,4.651,0.0438,0.1603,0.323,0.1126,0.4988,0.2399,BCC+FCC
1,2.1,4.741,0.0425,0.1563,0.3248,0.1163,0.4679,0.1933,BCC+FCC
1,2.05,4.676,0.0416,0.1533,0.3232,0.1141,0.4888,0.2131,BCC+FCC
1,2,4.7085,0.0459,0.1636,0.3255,0.1148,0.506,0.2273,BCC+FCC
1,1.95,4.676,0.0451,0.1625,0.3247,0.1133,0.5193,0.2432,BCC+FCC
1,1.9,4.6435,0.0432,0.1592,0.3233,0.1116,0.5297,0.258,BCC+FCC
1,2.1,4.766,0.0434,0.157,0.3255,0.1169,0.4821,0.1934,BCC+FCC
1,1.95,4.58,0.0437,0.1715,0.355,0.1158,0.4281,0.2005,BCC+FCC
1,1.9,4.5725,0.0418,0.168,0.3544,0.1144,0.4569,0.2282,BCC+FCC
1,2.1,4.695,0.049,0.176,0.3634,0.1219,0.4459,0.1867,BCC+FCC
1,2.05,4.63,0.0459,0.1704,0.3598,0.119,0.4583,0.2031,BCC+FCC
1,2.15,4.7,0.0485,0.173,0.3643,0.1384,0.4483,0.1864,BCC+FCC
1,2.15,4.72,0.0476,0.1716,0.364,0.123,0.4486,0.1778,BCC+FCC
1,2.1,4.72,0.0501,0.1771,0.3647,0.1225,0.4657,0.1944,BCC+FCC
2,2.1,4.6875,0.0479,0.1729,0.3631,0.1215,0.4656,0.1955,BCC+FCC
1,2.05,4.68,0.0484,0.1741,0.3635,0.1205,0.4992,0.2174,BCC+FCC
1,2.15,4.7375,0.0477,0.1697,0.3649,0.1232,0.481,0.1871,BCC+FCC
1,2.1,4.705,0.048,0.1711,0.3643,0.1217,0.5018,0.2056,BCC+FCC
1,2,4.6325,0.0441,0.163,0.3613,0.1177,0.5512,0.242,BCC+FCC
1,2.1,4.69,0.0459,0.1642,0.3639,0.1209,0.5328,0.2104,BCC+FCC
1,2.2,4.6515,0.0478,0.1755,0.3976,0.1264,0.4611,0.1701,BCC+FCC
1,2.2,4.669,0.0479,0.1737,0.3991,0.1268,0.4932,0.1829,BCC+FCC
1,2,4.7205,0.0434,0.1982,0.2345,0.1224,0.4688,0.1958,BCC+FCC
1,2.05,4.692,0.0478,0.2084,0.2825,0.1328,0.4661,0.191,BCC+FCC
1,2.05,4.7495,0.0501,0.2121,0.2845,0.1327,0.4823,0.1894,BCC+FCC
1,2.05,4.717,0.0486,0.2092,0.2835,0.1327,0.4819,0.1911,BCC+FCC
1,2.1,4.807,0.0485,0.209,0.2843,0.1318,0.4682,0.1656,BCC+FCC
1,2.1,4.7745,0.0473,0.2071,0.2838,0.1319,0.4674,0.1678,BCC+FCC
1,2.1,4.742,0.046,0.2048,0.2831,0.132,0.4666,0.1698,BCC+FCC
2,1.75,4.473,0.0966,0.5281,0.3274,0.2432,0.6154,0.2007,IM
3,1.8,4.468,0.0973,0.5145,0.3325,0.2418,0.6049,0.2017,IM
4,1.8,4.463,0.0944,0.4979,0.3403,0.239,0.5989,0.2194,IM
2,1.85,4.488,0.0827,0.4313,0.3367,0.2243,0.5503,0.2219,IM
2,1.85,4.528,0.0977,0.4875,0.3137,0.2409,0.5916,0.164,IM
4,1.8,4.528,0.0954,0.4867,0.317,0.2427,0.5988,0.1843,IM
3,1.85,4.523,0.0936,0.4699,0.3212,0.2392,0.585,0.1854,IM
2,1.8,4.523,0.0916,0.4695,0.3244,0.2408,0.5931,0.2036,IM
2,1.85,4.518,0.0887,0.4519,0.3281,0.2337,0.578,0.2046,IM
2,1.8,4.588,0.0935,0.4579,0.3,0.2434,0.5924,0.1647,IM
4,1.85,4.583,0.0918,0.4398,0.3037,0.2407,0.5797,0.166,IM
4,1.9,4.578,0.0891,0.4203,0.3069,0.2347,0.5622,0.1672,IM
3,1.9,4.573,0.0828,0.4007,0.3125,0.226,0.554,0.1883,IM
2,1.9,4.603,0.0902,0.422,0.3043,0.2338,0.5815,0.164,IM
3,1.9,4.467,0.0926,0.4819,0.3643,0.2538,0.5819,0.1611,IM
3,1.9,4.492,0.0936,0.485,0.3616,0.2529,0.6035,0.1609,IM
1,1.95,4.5405,0.0449,0.1739,0.2114,0.1086,0.4003,0.1843,BCC+FCC
1,1.9,4.5505,0.0429,0.1673,0.207,0.1024,0.4093,0.2031,BCC+FCC
1,1.95,4.5785,0.0474,0.1906,0.2415,0.0845,0.4677,0.1982,BCC+FCC
1,2,4.6285,0.0476,0.1921,0.2461,0.0826,0.4677,0.176,BCC+FCC
1,2,4.6505,0.0433,0.1707,0.2161,0.0982,0.4186,0.1676,BCC+FCC
1,1.95,4.6505,0.0455,0.1746,0.217,0.0996,0.453,0.1879,BCC+FCC
1,1.95,4.4745,0.043,0.1862,0.2597,0.1366,0.4608,0.1888,BCC+FCC
1,1.9,4.486,0.0431,0.1914,0.2702,0.1305,0.4996,0.2129,BCC+FCC
1,1.95,4.5295,0.0458,0.1793,0.2592,0.1229,0.4516,0.1988,BCC+FCC
1,1.9,4.551,0.0446,0.1774,0.2664,0.0972,0.4737,0.2234,BCC+FCC
1,1.8,4.5395,0.042,0.1734,0.2552,0.1181,0.4785,0.2447,BCC+FCC
1,1.95,4.556,0.0489,0.1935,0.2761,0.1166,0.4973,0.2047,BCC+FCC
1,1.9,4.566,0.0472,0.1878,0.2729,0.1088,0.5051,0.2239,BCC+FCC
1,1.8,4.566,0.045,0.1883,0.2723,0.1106,0.528,0.2531,BCC+FCC
1,1.8,4.5745,0.0433,0.1718,0.2557,0.1077,0.4868,0.25,BCC+FCC
1,1.75,4.5645,0.0417,0.1772,0.2586,0.1188,0.5081,0.262,BCC+FCC
1,2,4.591,0.0482,0.1878,0.2758,0.1068,0.4817,0.1903,BCC+FCC
1,1.9,4.5995,0.0449,0.1722,0.2583,0.1061,0.4849,0.2238,BCC+FCC
1,1.8,4.601,0.0463,0.1864,0.2725,0.0986,0.5361,0.257,BCC+FCC
1,1.7,4.601,0.0435,0.1868,0.2723,0.0998,0.5491,0.2834,BCC+FCC
1,2.05,4.626,0.0441,0.1774,0.2734,0.0947,0.4592,0.1739,BCC+FCC
1,1.95,4.6145,0.0479,0.1816,0.2648,0.1146,0.4924,0.204,BCC+FCC
1,1.95,4.626,0.0473,0.1839,0.2744,0.0964,0.5131,0.2111,BCC+FCC
1,1.9,4.6245,0.0461,0.1751,0.2608,0.106,0.5035,0.2244,BCC+FCC
1,1.85,4.626,0.0482,0.1883,0.275,0.098,0.5461,0.2431,BCC+FCC
1,2,4.6295,0.0508,0.1906,0.2712,0.1202,0.4786,0.1774,BCC+FCC
1,2,4.651,0.0469,0.183,0.2759,0.0955,0.502,0.1909,BCC+FCC
1,1.95,4.6395,0.049,0.1843,0.2672,0.1143,0.5067,0.202,BCC+FCC
1,1.8,4.6595,0.046,0.1736,0.2592,0.0947,0.5378,0.2576,BCC+FCC
1,2.1,4.565,0.0455,0.1797,0.311,0.107,0.461,0.1717,BCC+FCC
1,2.05,4.5635,0.0443,0.1705,0.2986,0.116,0.4591,0.186,BCC+FCC
1,2.1,4.59,0.0464,0.1822,0.3135,0.107,0.472,0.1712,BCC+FCC
1,2.05,4.6135,0.0463,0.1759,0.3035,0.1159,0.4862,0.186,BCC+FCC
1,1.95,4.6235,0.0453,0.1718,0.3001,0.1047,0.5238,0.2245,BCC+FCC
1,2.05,4.6485,0.0437,0.1677,0.3011,0.104,0.4937,0.1889,BCC+FCC
1,2,4.6385,0.0483,0.1812,0.306,0.1166,0.5268,0.2025,BCC+FCC
1,2.05,4.5375,0.0429,0.166,0.3315,0.1134,0.4834,0.1996,BCC+FCC
1,2.15,4.5775,0.0465,0.1768,0.3402,0.1255,0.4649,0.1629,BCC+FCC
1,2.15,4.5875,0.0432,0.1671,0.3369,0.1134,0.4635,0.1675,BCC+FCC
1,2.05,4.5875,0.0452,0.1725,0.3371,0.1139,0.5176,0.2045,BCC+FCC
1,2.15,4.6015,0.0474,0.1787,0.3761,0.1226,0.5293,0.182,BCC+FCC
1,1.85,4.485,0.0457,0.1931,0.2443,0.1062,0.4678,0.2333,BCC+FCC
1,1.8,4.485,0.0446,0.1927,0.2435,0.1067,0.4762,0.2465,BCC+FCC
1,1.8,4.5185,0.0431,0.1809,0.2307,0.1025,0.4565,0.2463,BCC+FCC
1,1.85,4.5435,0.0441,0.1831,0.2344,0.1023,0.4691,0.2379,BCC+FCC
1,1.9,4.5685,0.0444,0.184,0.2373,0.1019,0.4761,0.2261,BCC+FCC
1,1.75,4.5485,0.0437,0.1875,0.2374,0.1252,0.5091,0.2746,BCC+FCC
1,1.85,4.5935,0.0462,0.1889,0.2403,0.1026,0.5097,0.2422,BCC+FCC
1,2,4.635,0.0505,0.2049,0.263,0.1042,0.5029,0.1849,BCC+FCC
1,1.95,4.6435,0.046,0.1876,0.2436,0.1016,0.5044,0.2075,BCC+FCC
1,1.8,4.652,0.0447,0.176,0.2245,0.0989,0.5223,0.2568,BCC+FCC
1,2,4.4875,0.0428,0.1808,0.2761,0.1319,0.4533,0.2101,BCC+FCC
1,1.8,4.5575,0.045,0.1918,0.2821,0.1131,0.5425,0.2661,BCC+FCC
1,1.95,4.571,0.0418,0.1717,0.2677,0.1282,0.4865,0.2312,BCC+FCC
1,1.85,4.571,0.0426,0.1761,0.2683,0.1281,0.5143,0.2596,BCC+FCC
1,1.7,4.591,0.0422,0.1799,0.2687,0.1084,0.5349,0.2911,BCC+FCC
1,1.9,4.596,0.0435,0.177,0.2704,0.1286,0.5211,0.2469,BCC+FCC
1,2,4.641,0.0428,0.1726,0.2711,0.1081,0.4962,0.2057,BCC+FCC
1,1.75,4.6495,0.0433,0.1664,0.255,0.1033,0.5332,0.2808,BCC+FCC
1,1.85,4.485,0.0385,0.168,0.2995,0.1325,0.4914,0.256,BCC+FCC
1,2.05,4.53,0.0416,0.17,0.3048,0.1158,0.4632,0.1998,BCC+FCC
1,2.1,4.5465,0.0468,0.1905,0.3229,0.1208,0.4886,0.186,BCC+FCC
1,2.1,4.555,0.0414,0.1699,0.3074,0.1161,0.4551,0.1852,BCC+FCC
1,1.85,4.535,0.0413,0.177,0.3068,0.1337,0.5356,0.2676,BCC+FCC
1,1.85,4.5435,0.0388,0.1589,0.2915,0.1274,0.4943,0.2627,BCC+FCC
1,2.05,4.63,0.0457,0.18,0.3142,0.1172,0.5208,0.2014,BCC+FCC
1,1.9,4.6385,0.0439,0.1674,0.2985,0.1117,0.5466,0.2508,BCC+FCC
1,1.85,4.6385,0.0441,0.17,0.2989,0.1115,0.5582,0.265,BCC+FCC
1,1.95,4.5775,0.0424,0.167,0.3339,0.1174,0.539,0.2456,BCC+FCC
4,1.85,4.4915,0.0995,0.5031,0.3623,0.2651,0.6097,0.2252,IM
2,1.7,4.474,0.0895,0.4605,0.2918,0.2523,0.5493,0.2388,IM
1,1.8,4.638,0.0431,0.1611,0.2445,0.1273,0.5104,0.2616,BCC+FCC
1,1.75,4.648,0.0417,0.1538,0.2399,0.1143,0.5057,0.277,BCC+FCC
1,1.9,4.577,0.0413,0.1581,0.2849,0.135,0.4908,0.2413,BCC+FCC
1,1.9,4.602,0.0426,0.1616,0.2874,0.1352,0.5107,0.2437,BCC+FCC
1,1.9,4.637,0.0421,0.1548,0.2851,0.1222,0.5188,0.2474,BCC+FCC
3,1.9,4.523,0.0729,0.3753,0.3135,0.1993,0.5743,0.2298,IM
4,1.85,4.6205,0.0995,0.4844,0.3117,0.2353,0.5847,0.1798,IM
1,2,4.8695,0.0504,0.1844,0.2629,0.0922,0.4412,0.1809,BCC+FCC
1,2.05,4.852,0.052,0.1906,0.2682,0.1014,0.4357,0.1562,BCC+FCC
1,2.05,4.8945,0.0464,0.177,0.2614,0.0909,0.4319,0.1597,BCC+FCC
1,2,4.862,0.0497,0.1828,0.2628,0.0921,0.4573,0.1821,BCC+FCC
1,2.05,4.846,0.0538,0.2004,0.2827,0.0936,0.4738,0.1572,BCC+FCC
1,2.05,4.887,0.0458,0.1756,0.2613,0.0909,0.4434,0.159,BCC+FCC
1,2.1,4.8175,0.0585,0.2114,0.3259,0.1071,0.4776,0.1568,BCC+FCC
1,2.05,4.826,0.054,0.1932,0.3083,0.105,0.47,0.1788,BCC+FCC
1,2.1,4.81,0.0576,0.2095,0.3258,0.1071,0.4865,0.1558,BCC+FCC
1,2.1,4.851,0.0511,0.1871,0.3075,0.1042,0.4564,0.1567,BCC+FCC
1,2.05,4.8185,0.0532,0.1912,0.3081,0.1049,0.4845,0.1796,BCC+FCC
1,1.85,4.7405,0.0475,0.1728,0.2057,0.1375,0.4066,0.2409,BCC+FCC
1,1.8,4.708,0.0475,0.1749,0.206,0.1368,0.4162,0.2546,BCC+FCC
1,2,4.8535,0.0543,0.2065,0.2504,0.1011,0.455,0.179,BCC+FCC
1,1.65,4.6145,0.0437,0.1842,0.2245,0.1215,0.5002,0.2978,BCC+FCC
1,2,4.7935,0.0535,0.2049,0.2503,0.1256,0.4662,0.1909,BCC+FCC
1,1.95,4.8545,0.0488,0.1859,0.2279,0.0988,0.4568,0.1994,BCC+FCC
1,1.75,4.713,0.0466,0.1724,0.2063,0.1179,0.4695,0.2714,BCC+FCC
1,1.7,4.6805,0.0451,0.171,0.2058,0.1172,0.4762,0.2849,BCC+FCC
1,1.8,4.738,0.046,0.1688,0.206,0.1183,0.4821,0.26,BCC+FCC
1,1.75,4.6645,0.0468,0.1855,0.2279,0.1221,0.5329,0.2768,BCC+FCC
1,1.75,4.6745,0.0504,0.1914,0.2568,0.1251,0.3896,0.2424,BCC+FCC
1,1.8,4.692,0.0499,0.1858,0.2576,0.1254,0.4352,0.2531,BCC+FCC
1,1.95,4.8345,0.0495,0.1785,0.2579,0.1066,0.4284,0.208,BCC+FCC
1,1.85,4.6645,0.0472,0.1789,0.2568,0.1418,0.4517,0.2543,BCC+FCC
1,1.85,4.717,0.0499,0.1828,0.2581,0.126,0.4511,0.2471,BCC+FCC
1,1.75,4.652,0.0461,0.1799,0.256,0.1241,0.4646,0.2733,BCC+FCC
1,2.05,4.7985,0.0512,0.192,0.2772,0.1313,0.4453,0.1877,BCC+FCC
1,2.05,4.8395,0.044,0.1659,0.2556,0.1278,0.4091,0.1854,BCC+FCC
1,2.05,4.851,0.0508,0.1917,0.277,0.1098,0.4466,0.1758,BCC+FCC
1,1.9,4.7945,0.0503,0.1805,0.2585,0.1062,0.462,0.2288,BCC+FCC
1,1.85,4.762,0.0508,0.1828,0.2587,0.1059,0.4726,0.2443,BCC+FCC
1,1.8,4.7295,0.0502,0.1833,0.2585,0.1054,0.481,0.2588,BCC+FCC
1,1.75,4.6445,0.0447,0.1755,0.2557,0.1238,0.4882,0.2795,BCC+FCC
1,1.7,4.612,0.0415,0.1698,0.2537,0.1225,0.493,0.2919,BCC+FCC
1,2.05,4.791,0.0504,0.1902,0.277,0.1312,0.4578,0.1885,BCC+FCC
1,2.05,4.8435,0.0501,0.1902,0.2769,0.1097,0.4595,0.1762,BCC+FCC
1,2.05,4.7835,0.0495,0.1882,0.2769,0.131,0.468,0.1881,BCC+FCC
1,2.05,4.8245,0.0425,0.1626,0.2553,0.1274,0.4363,0.1884,BCC+FCC
1,2.05,4.877,0.0411,0.1615,0.2546,0.1059,0.4381,0.1761,BCC+FCC
1,1.9,4.686,0.0498,0.1915,0.2766,0.1302,0.5396,0.2439,BCC+FCC
